Unnamed: 0,Date,Opr Start Time,Opr End Time,Time in Hrs,Rig Name,Well No,Company Name,Liner Size,holesize,lateral,Operation,majoroperation,action,Hole Depth Start,Hole Depth End,Event Depth Start,Event Depth End,Summarry Of Operation
1008,06/27/2022,2100,2230,01.5,SINO-45L,UTMN-1667,RIG,7, ,0,BHA,CT,HT,9145,9145, , ," L/D 7"" SCRAPER ASSY."
1009,06/27/2022,2230,2330,01.0,SINO-45L,UTMN-1667,RIG,7, ,0,BHA,PA,HT,9145,9145, , ,"HPJSM, P/U & M/U 7"" EZSV-CR WITHOUT MST."
1010,06/27/2022,2330,0000,00.5,SINO-45L,UTMN-1667,RIG,7, ,0,TDS,PA,RR,9145,9145, , ,SERVICE DRAW WORK & TDS
1011,06/27/2022,0000,0500,05.0,SINO-45L,UTMN-1667,RIG,7, ,0,STDP,PA,ST,9145,9145, 0, 7020,"RIH W/ 7"" EZSV-CR ON 4"" HWDP/DP T/ SETTING DEPTH AT 7020 FT.>> CONTROL SPEED WHILE RIH.>> WELL ON TOTAL LOSSES, KEEP RUNNING TRIP TANK AT 60 BPH 83 PCF BRINE."
1012,06/27/2022,0500,0515,00.2,AOD-11,SFNY-1810,RIG,None, 12 1/4,0,STDP,DRLG,TI,4667,4667, 3428, 4500,"RIH W/ 12.25"" SLB MWD/GR/NBGR BHA ON 5.5"" DP."
1013,06/27/2022,0515,0715,02.0,AOD-11,SFNY-1810,SDM,None, 12 1/4,0,LWD,DRLG,LOG,4667,4667, 4500, 4667,"SLB RELOG GR F/ 4500 FT T/ 4667 FT, FLOW RATE 700 GPM WITH PRESSURE 2500 PSI."
1014,06/27/2022,0715,0830,01.2,AOD-11,SFNY-1810,RIG,None, 12 1/4,0,TDS,DRLG,DCG,4667,4782, , ,"ROTARY DRILL 12.25"" HOLE WITH SLB MWD/GR/NBGR BHA F/ 4667 FT T/ 4782 FT.-CONTROLLED DRLG 1ST 100 FT WITH LOW DRLG PARAMETERS TO AVOID WASH OUT BELOW 13-3/8"" CSG SHOE. "
1015,06/27/2022,0830,1400,05.5,AOD-11,SFNY-1810,RIG,None, 12 1/4,0,TDS,DRLG,D,4782,4993, , ,"DRILL 12.25"" HOLE WITH SLB MWD/GGR/NBGR BHA, PUMP HI VIS SWEEPS, REAM UP & REAM DOWN & PERFORM SURVEY EVERY STD."
1016,06/27/2022,1400,1500,01.0,AOD-11,SFNY-1810,RIG,None, 12 1/4,0,CSYS,DRLG,RR,4993,4993, , ,"HAD LEAK IN STAND PIPE MANIFOLD, FIX SAME & CHANGE PISTON IN MP #3."
1017,06/27/2022,1500,0500,14.0,AOD-11,SFNY-1810,RIG,None, 12 1/4,0,TDS,DRLG,D,4993,6125, , ,"DRILL 12.25"" HOLE WITH SLB MWD/GGR/NBGR BHA, PUMP HI VIS SWEEPS, REAM UP & REAM DOWN & PERFORM SURVEY EVERY STD."
1018,06/27/2022,0500,1330,08.5,ADC-64L,UTMN-3074,RIG,None, 12,0,TDS,DRLG,D,6525,6880, , ,"DRILL 12'' HOLE WITH ROTARY BHA FROM 6525 TO 6880 FT.- WOB 20-45 KLBS, RPM: 180, TQ: 15-20 KLB-FT., FR: 1000 GPM, SPP: 3600 PSI.      AV ROP 42 FT/HR.- MIN/OUT=107 PCF.- OBSERVED SPIKING TRQ, ADJUSTED PARAMETERS."
1019,06/27/2022,1330,2100,07.5,ADC-64L,UTMN-3074,RIG,None, 12,0,TDS,DRLG,D,6880,7229, , ,"DRILL 12'' HOLE WITH ROTARY BHA FROM 6880 FT TO 7229 FT.- WOB 20-45 KLBS, RPM: 140, TQ: 15-20 KLB-FT., FR: 850 GPM, SPP: 2700 PSI.    AV ROP 49.8 FT/HR.- MIN/OUT=107 PCF.- OBSERVED SPIKING TRQ AND FREQUENT STRING STALLING, ADJUSTING PARAMETERS."
1020,06/27/2022,2100,2115,00.2,ADC-64L,UTMN-3074,RIG,None, 12,0,,DRLG,OTH,7229,7229, , ,FLOW CHECK 50 FT INSIDE THE ARAB C - WELL STATIC.
1021,06/27/2022,2115,2145,00.5,ADC-64L,UTMN-3074,RIG,None, 12,0,TDS,DRLG,RR,7229,7229, , ,SERVICE TDS.
1022,06/27/2022,2145,2315,01.5,ADC-64L,UTMN-3074,RIG,None, 12,0,TDS,DRLG,D,7229,7292, , ,"DRILL 12'' HOLE WITH ROTARY BHA FROM 7229 TO 7292 FT.- WOB 20-40 KLBS, RPM: 170, TQ: 15-20 KLB-FT., FR: 850 GPM,  SPP: 2700 PSI.  AV ROP 42 FT/HR.- MIN/OUT=107 PCF.- OBSERVED SPIKING TRQ AND FREQUENT STRING STALLING, ADJUSTING PARAMETERS.- PUMP 50 BBL 40 PPB LCM EVERY STAND ACROSS ARABS.  CONTROL AVR ROP UP TO 50 FT/HR.- NO GAIN/LOSS."
1023,06/27/2022,2315,0030,01.2,ADC-64L,UTMN-3074,RIG,None, 12,0,TDS,DRLG,D,7292,7319, , ,"DRILL 12'' HOLE WITH ROTARY BHA FROM 7292 TO 7319 FT.- WOB 20-40 KLBS, RPM: 170, TQ: 15-20 KLB-FT., FR: 800-1000 GPM, SPP: 2700- 3200 PSI.  AV ROP 40 FT/HR.- MIN/OUT=107 PCF.- OBSERVED SPIKING TRQ AND FREQUENT STRING STALLING TENDENCY, ADJUSTING PARAMETERS.- CONTROL AVR ROP UP TO 50 FT/HR.- NO GAIN/LOSS."
1024,06/27/2022,0030,0100,00.5,ADC-64L,UTMN-3074,RIG,None, 12,0,,DRLG,OTH,7319,7319, , ,PERFORM FLOW CHECK-WELL STATIC.- PERFORM STICK TEST IN ARAB-D-OK.
1025,06/27/2022,0100,0500,04.0,ADC-64L,UTMN-3074,RIG,None, 12,0,TDS,DRLG,D,7319,7522, , ,"DRILLING 12"" HOLE WITH ROTARY BHA FROM 7319 FT TO 7522FT.- WOB: 30-50 KLBS, FR: 910 GPM, SPP: 3250 PSI, RPM: 170-180, TQ: 14-18 KLBFT.  - HOURLY TREATED ACTIVE MUD SYSTEM WITH 10 SX OF FINE.   - MICA AND 10 SX OF MEDIUM MICA.- PUMP 50 BBL 40 PPB LCM EVERY STAND ACROSS ARABS.- CONTROL ROP THROUGH ARAB C&D FM'S.- NO GAIN/LOSS.- AVERAGE ROP  50.75 FT/HR."
1026,06/27/2022,0500,0515,00.2,ADC-70,BRRI-1204,RIG,None, 8 1/2,0,SPHDP,DRLG,TO,9357,9357, 400, 128,"POH WITH 8-1/2"" SLB MM/MWD ASSY ON 5-1/2"" HWDP. "
1027,06/27/2022,0515,0700,01.8,ADC-70,BRRI-1204,SDM,None, 8 1/2,0,BHA,DRLG,HT,9357,9357, , ,L/D SLB ASSY.
1028,06/27/2022,0700,0715,00.2,ADC-70,BRRI-1204,RIG,None, 8 1/2,0,,DRLG,OTH,9357,9357, , ,CLEAN AND CLEAR RIG FLOOR.
1029,06/27/2022,0715,0815,01.0,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,,LOG,OTH,9357,9357, , ,"HPJSM, R/U HALL WL SHEAVES AND EQUIPMENT."
1030,06/27/2022,0815,0915,01.0,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,,LOG,OTH,9357,9357, , ,"P/U HALL TOOL STRING#1 (RESISTIVITY, SONIC, CALIPER, GR). PERFORMED TOOLS OPERATIONAL CHECKS."
1031,06/27/2022,0915,1230,03.2,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,,LOG,OTH,9357,9357, , ,"RIH WITH HALL WL RUN#1 (RESISTIVITY, SONIC, DIRECTIONAL, CALIPER, GR) TO BTTM."
1032,06/27/2022,1230,2015,07.8,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,WLT,LOG,LOG,9357,9357, 9357, 1000,"LOG UP MAIN PASS RUN #1 (RESISTIVITY, SONIC, DIRECTIONAL, CALIPER, GR) FROM TD TO 9-5/8'' CSG SHOE & SONIC & GR TO 1000 FT. - PERFORM REPEAT PASS IN OH FROM 7750 FT TO THE 9-5/8"" SHOE."
1033,06/27/2022,2015,2030,00.2,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,,LOG,OTH,9357,9357, , ,POH WITH HALL RUN#1 TO SURFACE.
1034,06/27/2022,2030,2130,01.0,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,,LOG,OTH,9357,9357, , ,L/D HALL RUN#1.
1035,06/27/2022,2130,2245,01.2,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,,LOG,OTH,9357,9357, , ,"HPJSM, P/U HALL TOOL STRING#2 (DENSITY-NEUTRON-SPECTRAL GR-GAMMA RAY). HALL LOAD RA SOUCES."
1036,06/27/2022,2245,0015,01.5,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,,LOG,OTH,9357,9357, , ,RIH WITH HALL WL RUN#2 (DENSITY-NEUTRON-SPECTRAL GR-GAMMA RAY) TO 7269'.
1037,06/27/2022,0015,0115,01.0,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,WLT,LOG,LOG,9357,9357, 7269, 9357,LOG DOWN RUN #2 (DENSITY-NEUTRON-SPECTRAL GR-GAMMA RAY).
1038,06/27/2022,0115,0500,03.8,ADC-70,BRRI-1204,HWP,None, 8 1/2,0,WLT,LOG,LOG,9357,9357, 9357, 7269,"LOG UP MAIN PASS RUN #2 (DENSITY-NEUTRON-SPECTRAL GR-GAMMA RAY).- PERFORM REPEAT PASS IN OH FROM 7750 FT TO THE 9-5/8"" SHOE."
1039,06/27/2022,0500,1045,05.8,DPS-74,NJYN-33,RAC,7, ,0,MILL,MILL,MILL,15305,15305, 11348, 11371,"RAWABI ARCHER MILLED OUT 7"" LINER BODY FROM 11348' TO 11371'. (AVG ROP 4.0 FT/HR)(OPEN HOLE)MILLING PARAMETERS: 500 GPM, 100-135 RPM, WOB 4-10 KLBS & TQ 6-8 K.FT-LBS.> PUMP TANDEM PILL EVERY 1 HR.> PERIODICALLY CLEAN OUT DITCH MAGNET. > WORK STAND BEFORE CONNECTION. > FLUSH WELLHEAD, BOP & FLOW LINE EVERY CONNECTION."
1040,06/27/2022,1045,1115,00.5,DPS-74,NJYN-33,RIG,7, ,0,TDS,MILL,RR,15305,15305, , ,SERVICE TOP-DRIVE.
1041,06/27/2022,1115,0200,14.8,DPS-74,NJYN-33,RAC,7, ,0,MILL,MILL,MILL,15305,15305, 11371, 11435,"RAWABI ARCHER MILLED OUT 7"" LINER BODY FROM 11371' TO 11435' (150' BELOW 9-5/8"" CSG SHOE)(AVG ROP 4.34 FT/HR)(OPEN HOLE)MILLING PARAMETERS: 500 GPM, 100-135 RPM, WOB 4-10 KLBS & TQ 6-8 K.FT-LBS.> PUMP TANDEM PILL EVERY 1 HR.> PERIODICALLY CLEAN OUT DITCH MAGNET. > WORK STAND BEFORE CONNECTION. > FLUSH WELLHEAD, BOP & FLOW LINE EVERY CONNECTION.> DAILY FT MILLED: 87', AVG ROP 4.24 FT/HR."
1042,06/27/2022,0200,0500,03.0,DPS-74,NJYN-33,RIG,7, ,0,MPMP,MILL,CIRC,15305,15305, , ,RIG PUMP 30 BBLS HI-VIS/30 BBLS HI-WT TANDEM PILL & CIRC IN/OUT & HOLE CLEAN.* ONGOING @ REPORT TIME.
1043,06/27/2022,0500,1130,06.5,SCTD-1,SDGM-1152,SDM,4 1/2, 3 5/8,0-1-1,TBINE,DRLG,DMS,14300,14500, , ,"2- PHASE DRILLING  L 0-1-1 SIDE-TRACK (AS PER GOC).~ PR: 84 GPM, N2: 600 SCFM, ELV: 111 GPM = 2,497 RPM, CP: 3,755 PSI.> GAS: 0 MMSCFD, WHP: 115PSI, TCA: 215 PSI, BHP: 3,850 PSI, BHT: 316 DEG, H2S: 0%, CO2: 0%.** AT 14,390' MD,GOC INSTRUCT DD TO BUILD TO 90 - 90.5 DEGREES AND HOLD."
1044,06/27/2022,1130,1200,00.5,SCTD-1,SDGM-1152,RIG,4 1/2, 3 5/8,0-1-1,CTBG,DRLG,ST,14500,14500, 14500, 14200,PERFORM 300 FT WIPER  WITH NO ISSUES (PU/DN: 70/51 KLBS)~ UBD INSPECT JUNK CATCHER: CLEAN
1045,06/27/2022,1200,2100,09.0,SCTD-1,SDGM-1152,SDM,4 1/2, 3 5/8,0-1-1,TBINE,DRLG,DMS,14500,14760, , ,"2- PHASE DRILLING  L 0-1-1 SIDE-TRACK (AS PER GOC).~ PR: 84 GPM, N2: 600 SCFM, ELV: 111 GPM = 2,497 RPM, CP: 3,634 PSI.> GAS: 0 MMSCFD, WHP: 97 PSI, TCA: 274 PSI, BHP: 3,862 PSI, BHT: 314 DEG, H2S: 0%, CO2: 0%.** AT 14,548' MD, GOC INSTRUCT DD TO BUILD 10 FT ABOVE PLAN.** HELD H2S MASTER DRILL W/PM CREW (GOOD RESPONSE)."
1046,06/27/2022,2100,2300,02.0,SCTD-1,SDGM-1152,SDM,4 1/2, 3 5/8,0-1-1,TBINE,DRLG,DMS,14760,14800, , ,"2- PHASE DRILLING  L 0-1-1 SIDE-TRACK (AS PER GOC).~ PR: 76 GPM, N2: 800 SCFM, ELV: 109 GPM = 2,444 RPM, CP: 3,764 PSI.> GAS: 0 MMSCFD, WHP: 102 PSI, TCA: 364 PSI, BHP: 3,450 PSI, BHT: 314 DEG, H2S: 0%, CO2: 0%.** AT 14,760' MD, GOC INSTRUCT DD TO BUILD 16 FT ABOVE PLAN."
1047,06/27/2022,2300,0200,03.0,SCTD-1,SDGM-1152,SDM,4 1/2, 3 5/8,0-1-1,TBINE,DRLG,DMS,14800,14850, , ,"2- PHASE DRILLING  L 0-1-1 SIDE-TRACK (AS PER GOC).~ PR: 67 GPM, N2: 900 SCFM, ELV: 107 GPM = 2,379 RPM, CP: 3,110 PSI.> GAS: 0 MMSCFD, WHP: 156 PSI, TCA: 377 PSI, BHP: 3,050 PSI, BHT: 312 DEG, H2S: 0%, CO2: 0%."
1048,06/27/2022,0200,0400,02.0,SCTD-1,SDGM-1152,RIG,4 1/2, 3 5/8,0-1-1,CTBG,DRLG,ST,14850,14850, 14850, 13870,"LONG WIPER TO 13,870 (ABOVE STP) WITH NO ISSUES~ INSPECT JUNK CATCHER : CLEAN."
1049,06/27/2022,0400,0500,01.0,SCTD-1,SDGM-1152,SDM,4 1/2, 3 5/8,0-1-1,TBINE,DRLG,DMS,14850,14860, , ,"2- PHASE DRILLING  L 0-1-1 SIDE-TRACK (AS PER GOC).~ PR: 63 GPM, N2: 900 SCFM, ELV: 1107 GPM = 2,379 RPM, CP: 3,058 PSI.> GAS: 0 MMSCFD, WHP: 90 PSI, TCA: 245 PSI, BHP: 3,009 PSI, BHT: 311 DEG, H2S: 0%, CO2: 0%."
1050,06/27/2022,0500,0630,01.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,MPMP,DRLG,CIRC,4040,4040, , ,"CONT. SWEEP HOLE W/ 2 X 100 BBL HVP & CIRCULATE HOLE CLEAN, 90% RETURN."
1051,06/27/2022,0630,0700,00.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,,DRLG,WCNT,4040,4040, , ,"RECORD SCR'S, PERFORM FLOW CHECK, HAD 15 BPH STATIC LOSSES."
1052,06/27/2022,0700,0730,00.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,MPMP,DRLG,CIRC,4040,4040, , ,SPOT 200 BBL 75 PCF INHIBITED WT HVP ON BTM.
1053,06/27/2022,0730,1100,03.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,STDP,DRLG,ST,4040,4040, 4040, 2346,"POOH W/ 12-1/4"" ROTARY SLICK  BHA F/ 4040' TO 13-3/8"" CSG SHOE @ 2346'.- HAD TIGHT SPOTS @ 2576' & 2503', SOFT BACKREAM & CLEAR SAME.- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1054,06/27/2022,1100,1130,00.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,,DRLG,WCNT,4040,4040, , ,"FLOW CHECK @ 13-3/8"" CSH SHOE, HAD 30 BPH STATIC LOSSES."
1055,06/27/2022,1130,1200,00.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,STDP,DRLG,TO,4040,4040, 2346, 1300,"POOH W/ 12-1/4"" ROTARY SLICK  BHA F/ 2346' TO TOP BHA @ 1300'.- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1056,06/27/2022,1200,1215,00.2,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,,DRLG,WCNT,4040,4040, , ,"FLOW CHECK @ TOP BHA, HAD 30 BPH STATIC LOSSES."
1057,06/27/2022,1215,1530,03.2,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,BHA,DRLG,HT,4040,4040, , ,"POOH W/ 12-1/4"" SLICK  BHA TO SURFACE, L/D 8"" PBL & 12-1/4"" PDC BIT.- BIT DULL GRADING: 1-2-BT-G-X-I-NO-TD- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1058,06/27/2022,1530,1600,00.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,WBSH,WH,RTRV,4040,4040, , ,"RETRIEVE 13-5/8"" CIW WEAR BUSHING.- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1059,06/27/2022,1600,1700,01.0,ADC-54L,HRDH-1499,TSC,None, 12 1/4,0,PEL,CSG,HT,4040,4040, , ,"HPJSM. R/D DP HANDLING EQUIPMENT,  R/U 9-5/8"" TESCO RUNNING EQUIPMENT AND CRT.- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1060,06/27/2022,1700,1900,02.0,ADC-54L,HRDH-1499,TK2,None, 12 1/4,0,CSG,CSG,OTH,4040,4040, , ,"P/U & M/U 9-5/8"" (40#, J-55, BTC) CSG SHOE TRACK (CWD SHOE+ 2 JT + F.COLLAR + 1 JT W/ BAFFLE PLATE+2JT ) AND RIH T/ 208 FT (5/98JTS).- CWD SHOE: SLB, FLOAT COLLAR : DHP , BAFFLE PLATE: HALLIBURTON.- CHECK FLOATS,OK. - THREADLOK FIRST 5 JOINTS.- INSTALLED TORQUE RINGS & USE 9-5/8"" X 11-7/8"" SPIRO-LIZERS FIRST 5 JOINTS (01 EA/JT).- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1061,06/27/2022,1900,2100,02.0,ADC-54L,HRDH-1499,ARM,None, 12 1/4,0,,CSG,WO,4040,4040, , ,"WAIT ON WEATHER: SUSPEND CRANE LIFTING OPERATION DUE TO HIGH WIND SPEED +/- 50 KPH.- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1062,06/27/2022,2100,0230,05.5,ADC-54L,HRDH-1499,TSC,None, 12 1/4,0,CTRQ,CSG,RCSG,4040,4040, 208, 1846,"RIH W/ 9-5/8"" CSG (40#, J-55, BTC) TO 1846' (45/98 JTS). - FILL-UP CASING W/ CRT EVERY JT W/ 65 PCF INHIBTED POLYMER MUD.- INSTALLED TORQUE RINGS IN ALL JOINTS.- ARAMCO KPI PLAN/ACTUAL: 14 / 7.45 JPH- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1063,06/27/2022,0230,0300,00.5,ADC-54L,HRDH-1499,HDV,None, 12 1/4,0,DV,CSG,RCSG,4040,4040, , ," HPJSM, P/UP & M/UP HES 9-5/8"" DV TOOL ASSY. - USE 02 EA 9-5/8"" X 11-7/8"" SPIRO-LIZERS ABOVE & BELOW DVT.- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1064,06/27/2022,0300,0400,01.0,ADC-54L,HRDH-1499,TSC,None, 12 1/4,0,CTRQ,CSG,RCSG,4040,4040, 1846, 2323,"RIH W/ 9-5/8"" CSG (40#, J-55, BTC / 43.5# L-80, BTC) TO 2323' (56/98 JTS). - FILL-UP CASING W/ CRT EVERY JT W/ 65 PCF INHIBTED POLYMER MUD.- INSTALLED TORQUE RINGS IN ALL JOINTS.- ARAMCO KPI PLAN/ACTUAL: 14 / 11 JPH- RUN 10 JTS 9-5/8"" CSG 43.5# L-80 BTC ABOVE DVT TO COVER LINER SETTING DEPTH.- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1065,06/27/2022,0400,0430,00.5,ADC-54L,HRDH-1499,RIG,None, 12 1/4,0,MPMP,CSG,CIRC,4040,4040, , ,CIRC. 1.2 CSG CAPACITY W/ WITH 65 PCF INHIBTED POLYMER MUD & 87% RETURN.- RECORD FREE PARAMETERS; P/U WT= S/O WT= RT WT=185 KLB ; TRQ=1.2 KFT.LB W/ 30 RPM; 70 PSI W/ 420 GPM.
1066,06/27/2022,0430,0500,00.5,ADC-54L,HRDH-1499,TSC,None, 12 1/4,0,CTRQ,CSG,RCSG,4040,4040, 2323, 2528,"RIH W/ 9-5/8"" CSG (40#, J-55, BTC / 43.5# L-80, BTC) TO 2528' (61/98 JTS) .. ONGOING. - FILL-UP CASING W/ CRT EVERY JT W/ 65 PCF INHIBTED POLYMER MUD.- INSTALLED TORQUE RINGS IN ALL JOINTS.- ARAMCO KPI PLAN/ACTUAL: 14 / 10 JPH- MONITOR WELL TRHU TRIP TANK, 30 BPH STATIC LOSSES."
1067,06/27/2022,0500,0530,00.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,STDP,DRLG,TI,2874,2874, 1800, 1200,"POOH 12-1/4"" SLB MRSS BHA WHILE FILLING HOLE WITH 2 BPM OF 89 PCF WBM. "
1068,06/27/2022,0530,1130,06.0,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,MPMP,DRLG,CIRC,2874,2874, , ,"ALLOWED LCM PILL#2 TO SOAK, MEANWHILE PUMP 1.5- 2 BPM 89 PCF WBM IN ANNULUS. BREAK CIRCULATION FROM PBL PORT EVERY 30 MINUTES."
1069,06/27/2022,1130,1400,02.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,MPMP,DRLG,CIRC,2874,2874, , ,"CHECK STATIC LOSSES @ +/- 110 BPM, STARTED PUMP GRADULLY TO 400 GPM . HAD 320 BPH DYNAMIC LOSSES WITH 400 GPM . PUMP 450 BBLS 109 PCF MUD CAP IN ANNULUS TO CONFIRM NO RETURNS. "
1070,06/27/2022,1400,1415,00.2,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,STDP,DRLG,TI,2874,2874, 1200, 1600,"RIH WITH 12-1/4"" MRSS DRLG ASSY ON 5-1/2"" D/P TO CSG SHOE."
1071,06/27/2022,1415,1600,01.8,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,STDP,DRLG,ST,2874,2874, 1600, 2874,"FLOW CHECK, RIH WITH 12-1/4"" MRSS DRLG ASSY ON 5-1/2"" D/P TO BTM."
1072,06/27/2022,1600,1845,02.8,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,MPMP,DRLG,CIRC,2874,2874, , ,"M/UP TDS, SWITCHED TO SEAWATER & 110 PCF MUD CAP FROM ANNULUS AT 2 BPM. OBSERVED RETURN. SWITCHED & DISPLACED WELL TO 89 PCF MUD."
1073,06/27/2022,1845,1915,00.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,MPMP,DRLG,CIRC,2874,2874, , ,"STAGE UP PUMP GRADUALLY, +/- 400-450 BPH LOSSES WITH 650 GPM."
1074,06/27/2022,1915,1945,00.5,ADC-50,SFNY-1176,SDM,None, 12 1/4,0,RSS,DRLG,D,2874,2900, , ,DRILL 12-1/4' HOLE WITH SLB MRSS DRLG ASSY. DYNAMIC LOSSES @ 400-450 BPH.
1075,06/27/2022,1945,2015,00.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,MPMP,DRLG,CIRC,2900,2900, , ,FLOW CHECK - +/- 70-100 BPH STATIC LOSSES.
1076,06/27/2022,2015,2145,01.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,STDP,DRLG,ST,2900,2900, 2900, 1600,"POOH 12-1/4"" SLB MRSS BHA ON 5-1/2"" D/P TO CSG SHOE WHILE PUMPING 1.5 BPM OF 89 PCF WBM IN ANNULUS. HAD TIGHT SPOT @ 2,280', 2226' & 2,029' WORKED SAME TILL PASS FREE ON ELEVATOR."
1077,06/27/2022,2145,2215,00.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,STDP,DRLG,ST,2900,2900, 1600, 630,"FLOW CHECK. POOH 12-1/4"" SLB MRSS BHA WHILE PUMPING 1.5 BPM OF 89 PCF WBM IN ANNULUS"
1078,06/27/2022,2215,2245,00.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,SPDP,DRLG,ST,2900,2900, 630, 142,"FLOW CHECK. POOH 12-1/4"" SLB MRSS BHA ON 5-1/2"" HWDP WHILE PUMPING 1.5 BPM OF 89 PCF WBM IN ANNULUS"
1079,06/27/2022,2245,0200,03.2,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,BHA,DRLG,HT,2900,2900, , ,"POH WITH 12-1/4"" BHA TO SURFACE. BREAK OUT & L/D PBL SUB & BIT. PUMPING 1.5 BPM OF 89 PCF WBM IN ANNULUS"
1080,06/27/2022,0200,0215,00.2,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,BHA,DRLG,HT,2900,2900, , ,CLEAN & CLEAR RIG FLOOR OFF SLB HANDLING TOOLS.
1081,06/27/2022,0215,0245,00.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,STRG,DRLG,HT,2900,2900, , ,"R/UP 3-1/2"" TBG HANDLING TOOLS. PUMPING 1.5 BPM OF 89 PCF WBM IN ANNULUS"
1082,06/27/2022,0245,0430,01.8,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,SPDP,DRLG,TI,2900,2900, 0, 800,"PJSM, P/UP & M/UP 3-1/2"" HALF MULE SHOE WITH 21 X 3-1/2"" CMT STINGER. PUMPING 1.5 BPM OF 89 PCF WBM IN ANNULUS"
1083,06/27/2022,0430,0500,00.5,ADC-50,SFNY-1176,RIG,None, 12 1/4,0,STRG,DRLG,HT,2900,2900, , ,"R/D 3-1/2"" HANDLING TOOLS & R/UP 5-1/2"" HANDLING TOOLS, M/UP X-OVER TO 5-1/2"" D/P. PUMPING 1.5 BPM OF 89 PCF WBM IN ANNULUS"
1084,06/27/2022,0500,0830,03.5,T218,UTMN-1281,RIG,None, 6 1/8,0-1-1,STDP,DRLG,ST,7401,7401, 5659, 7245,"HPJSM. RIH W/ WDS 6-1/8"" RSS DRLG BHA INSIDE CURVE SEC, HAD 5 K.LBS DRAG @ 5499', SOFT REAMING FROM 5499' TO 6610', CONT. RIH FREE TO 7245'."
1085,06/27/2022,0830,1115,02.8,T218,UTMN-1281,WDS,None, 6 1/8,0-1-1,LWD,DRLG,LOG,7401,7401, 7245, 7401,WDS LWD RE-LOG FROM 7245' TO BTM @ 7401' (GOC REQUESTED).
1086,06/27/2022,1115,0430,17.2,T218,UTMN-1281,WDS,None, 6 1/8,0-1-1,RSS,DRLG,D,7401,7705, , ,"WDS RSS/LWD DRILL 6-1/8"" L0-1-1 LANDING SEC W/ 88 PCF OBM & 100% CIRC.- SWEEP HOLE W/LOW-VIS AS REQUIRED."
1087,06/27/2022,0430,0500,00.5,T218,UTMN-1281,RIG,None, 6 1/8,0-1-1,TDS,DRLG,RR,7705,7705, , ,SERVICE TDS.
1088,06/27/2022,0500,1130,06.5,ADC-43L,UTMN-3118,RIG,None, 12,0,,DRLG,OTH,10818,10818, , ,"RIH 12"" RSS/MWD DIR BHA AT CONTROLLED SPEED TO 13-3/8 CSG SHOE.- FILL PIPE & BREAK CIRCULATION EVERY 10 STANDS- MONITOR WELL ON TRIP TANK & TRIP SHEET - NO GAIN / NO LOSS."
