,Report Date,Rig Name,Well No,Date and Time,Time in Hrs,Cummulative Hrs,LT ID,Parent LT ID,LT Type,Cause,Object,Company Name,Depth,LT Summary
1200,01/15/2022,ENSCO-76,MRJN-2004,26 Dec 1600 - 0500, 23.5, 284.5, 886225, , BHA, FOT, BIT, SEC, 6195," OBSERVE BIT STALLING, HIGH TORQUE, ATTEMPT TO DRILL, UNSUCCESSFUL"
1201,01/15/2022,HI-2,BRRI-462,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1202,01/15/2022,HI-2,BRRI-462,15 Jan 0615 - 0700, .75, .75, 888325, , WON, WTHR, NA, ARM, 16964, UNFAVORABLE WEATHER CONDITIONS TO COMMENCE FLARING.
1203,01/15/2022,NBR-654S,HRDH-1935,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1204,01/15/2022,NBR-654S,HRDH-1935,15 Jan 1230 - 1330, 1, 1, 888328, , DD, HERR, AVDS, SDM, 13432," SLB REPLACED SENSOR ON STD PIPE GOOSE NECK, NO PRE-PLAN WAS IN PLACE, SHALL BE CHANGED WHILE NEGATIVE TEST TO AVOID RIG ACTIVITY EFFECT."
1205,01/15/2022,NBR-797S,UTMN-3145,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1206,01/15/2022,NBR-797S,UTMN-3145,11 Jan 0530 - 0500, 24, 119.5, 887787, , STUK, STDP, DP, ARM, 18272," RACK BACK STAND @ 18,272', M/U TDS TO STRING, BREAK CIRCULATION 100% CIRC, ATTEMPT ROTATION, STRING IMMEDIATELY STUCK AFTER CONNECTION."
1207,01/15/2022,RBP-50A,HSBH-19,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1208,01/15/2022,RBP-50A,HSBH-19,12 Jan 0600 - 1730, 11.5, 45.5, 887885, , WON, WTHR, NA, ARM, 12400, UNABLE TO FLOW-BACK WELL DUE TO UNFAVORABLE WIND DIRECTION/SPEED.
1209,01/15/2022,RPKU-2,UTMN-438,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1210,01/15/2022,RPKU-2,UTMN-438,15 Jan 1600 - 0500, 13, 13, 888309, , TF, FOT, WLT, SWL, 0, SLB IBC CORROSION LOG DATA NOT ACCURATE
1211,01/15/2022,SCTD-1,UTMN-1800,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1212,01/15/2022,SCTD-1,UTMN-1800,14 Jan 0200 - 0600, 1, 4, 888305, , BHA, FOT, FV, SDM, 280, AFTER DEPLOY BHA # 2 OBSERVED INCREASE IN INTERNAL PRESSURE AT 280 FT.
1213,01/15/2022,SINO-1L,KHRS-340,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1214,01/15/2022,SINO-1L,KHRS-340,14 Jan 0230 - 0500, 24, 26.5, 888286, , CMT, CPNF, NA, TK1, 4938, P/T ON-BTM LINER AFTER DRILL FLOAT EQUIPMENTS FAILED
1215,01/15/2022,SND-1201,ABJF-1003,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1216,01/15/2022,SND-1201,ABJF-1003,15 Jan 1745 - 0030, 6.75, 6.75, 888346, , RR, FOT, DWKS, RIG, 0, REPLACE MALFUNCTION BAND BRAKE ON DRAWWORK.
1217,01/15/2022,SND-1502,HWYH-32,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1218,01/15/2022,SND-1502,HWYH-32,14 Jan 1000 - 0145, 19.75, 36.75, 888207, , BHA, FOT, LWD, WDS, 8392, WFD LWD TOOLS FAILURE.
1219,01/15/2022,SND-2007,AWTD-100921,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1220,01/15/2022,SND-2007,AWTD-100921,13 Jan 2100 - 1900, 13, 36.5, 888105, , TF, FOT, WLT, SWL, 20140, SLB WIRELINE TOOL FAILURE ON TLC LOGGING RUN # 1. 
1221,01/15/2022,SND-2009,ZMLH-15,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1222,01/15/2022,SND-2009,ZMLH-15,29 Dec 0730 - 0500, 24, 429.5, 886487, , TF, FOT, SEAL, HCO, 14319, HALLIBURTON ANCHOR COMPRESSION PACKER NOT HOLD PRESS WHILE PT TCA & TBG
1223,01/15/2022,SNF036,MRJN-901,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1224,01/15/2022,SNF036,MRJN-901,14 Jan 0500 - 0500, 24, 48, 888266, , LCIR, ULCM, LCM, ARM, 1500, ATTEMPT TO CURE LOSSES WITH LCM PILLS.
1225,01/15/2022,SP-261,HZEM-162102,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1226,01/15/2022,SP-261,HZEM-162102,11 Jan 0500 - 0045, 17.75, 27, 887769, , DD, UDWL, RSS, SDM, 10100, RSS NOT BUILDING REQUIRED ANGLE.
1227,01/15/2022,SP-306,MNIF-865,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1228,01/15/2022,SP-306,MNIF-865,15 Jan 1900 - 0500, 10, 10, 888310, , LCIR, FRFM, NA, ARM, 250," WHILE DRILLING 22"" ECOUNTERED TOTAL LOSSES AT 250 FT"
1229,01/15/2022,SSA-51,MNIF-254,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1230,01/15/2022,SSA-51,MNIF-254,15 Jan 0400 - 0500, 1, 1, 888366, , JF, HERR, CTRQ, GOC, 8486, LOW KPI FROM AL-GAITH POWER TONG DUE TO FAUILER ON LOW SPEED GEAR . 
1231,01/15/2022,SSA-5859,HWYH-1265,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1232,01/15/2022,SSA-5859,HWYH-1265,15 Jan 0030 - 0500, 4.5, 4.5, 888311, , STUK, STBH, BHA, ARM, 3180," STRING STALLED OUT WHILE BLIND ROTARY DRILLING 22"", STUCK ON BOTTOM"
1233,01/15/2022,SSA-5892,MHWZ-5,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1234,01/15/2022,SSA-5892,MHWZ-5,15 Jan 0930 - 0500, 19.5, 19.5, 888368, , BHA, FOT, MWD, BHI, 14248, MALFUNCTION IN MWD TOOL.
1235,01/15/2022,SSA-5971,UTMN-2302,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1236,01/15/2022,SSA-5971,UTMN-2302,05 Jan 1630 - 0500, 23.5, 230, 887889, , BHS, CWEL, NA, ARM, 5560, HARD BACK-REAMING DUE TO HOLE COLLAPSED.
1237,01/15/2022,SSA-5972,NJYN-102,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1238,01/15/2022,SSA-5972,NJYN-102,15 Jan 1700 - 2015, 3.25, 3.25, 888308, , BOP, FOT, BOP, RIG, 6730, FOUND ANNULAR OPENING CHAMBER SEALS LEAKING DURING FUNCTION TEST.
1239,01/15/2022,T217,UTMN-488,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1240,01/15/2022,T217,UTMN-488,08 Jan 0100 - 0500, 24, 165.5, 886973, , STUK, STDP, DP, ARM, 0, PIPE STUCKED
1241,01/16/2022,088TE,QTIF-279,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1242,01/16/2022,088TE,QTIF-279,16 Jan 0645 - 0500, 22.25, 22.25, 888387, , BHA, FOT, RSS, SPS, 15547," SPS LOST COMMUNICATION BETWEEN RSS & LWD, TROUBLE SHOOT, NO SUCCESS,CHC, POOH TO CHANGE THE FAILED BHA."
1243,01/16/2022,095TE,MNIF-221,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1244,01/16/2022,095TE,MNIF-221,16 Jan 1130 - 0500, 17.5, 17.5, 888392, , TF, FOT, CTAC, BCT, 24085," A ISSUE WAS NOTICED IN THE WEIGHT INDICATOR READING ON CT CONTROL , CONT TO RIH MEANWHILE CHECKING THE SOURCE OF PROBLEM. MALFUNCTION HAS BEEN OBSERVED IN INJECTOR LOAD CELL, CHECKED AND FOUND SUPPORT PLATE WAS BROKEN AND BAKER IS UNABLE TO MAKE REPAIR  , POOH WITH BAKER 2 3/8"" COIL TUBING FROM 24085 FT TO 23990 FT EXPERIENCED OVER PULL AND COIL TUBING GET STUCK."
1245,01/16/2022,ADC-32,SDGM-1139,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1246,01/16/2022,ADC-32,SDGM-1139,16 Jan 2330 - 0500, 5.5, 5.5, 888425, , RR, FOT, ACDC, RIG, 9150, DRILLER OBSERVED THAT HE CAN NOT RETOTATE TDS. HE CALL RIG ELECTRITION HE CHECK. HE GOT SLOW ROTATION WITHOUT TORQUE. STOP RUNNING CASING. RIG ELECTITION KEEP TROUBLE SHOOTING.
1247,01/16/2022,ADC-45,KHRS-82,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1248,01/16/2022,ADC-45,KHRS-82,14 Jan 1300 - 0500, 24, 64, 888372, , STUK, STBH, BHA, ARM, 7890, GOT STRING STUCK WHILE WASHING UP STRING AFTER DRILLING @ 7890'.
1249,01/16/2022,ADC-62L,ANDR-764,16 Jan 2245 - 0045, 2, 2, 888426, , RR, FOT, DWKS, RIG, 45," RIG REPAIR ON DRAWWORKS, WHILE MAKING UP THE 12-1/4"" C/O BHA, MOVED TDS UP TO PICK UP ONE STAND DC, DRAWOWRKS STOP WORKING"
1250,01/16/2022,ADC-62L,ANDR-764,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1251,01/16/2022,ADC-62L,ANDR-764,15 Jan 1630 - 0500, 22, 32.5, 888367, , FISH, FWTS, STRG, TK3, 2249," WHILE FILLING THE PIPE OBSERVED HOOKLOAD DROPPED F/150 KLBS TO 88 KLBS, DECISION MADE TO POOH 9-5/8"" CASING TO SURFACE"
1252,01/16/2022,ADC-62L,ANDR-764,16 Jan 2245 - 0045, 2, 2, 888426, , RR, FOT, DWKS, RIG, 45," RIG REPAIR ON DRAWWORKS, WHILE MAKING UP THE 12-1/4"" C/O BHA, MOVED TDS UP TO PICK UP ONE STAND DC, DRAWOWRKS STOP WORKING"
1253,01/16/2022,ADC-70,BRRI-2230,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1254,01/16/2022,ADC-70,BRRI-2230,16 Jan 0830 - 0500, 20.5, 20.5, 888385, , BHA, FOT, LWD, SDM, 14204, LWD FAILURE.
1255,01/16/2022,ADM-656,ZULF-106,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1256,01/16/2022,ADM-656,ZULF-106,07 Jan 0500 - 0500, 24, 152, 887347, , WON, WTHR, NA, ARM, 0, WAIT ON WEATHER TO ARRIVE ABSF FIELD SERVICES FOR PLATFORM DEPRESSURIZATION AND  FINAL POSITION RIG.
1257,01/16/2022,ARO-2001,BRRI-184,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1258,01/16/2022,ARO-2001,BRRI-184,14 Jan 2000 - 1530, 10.5, 35.5, 888389, , TF, FOT, WLT, BAW, 6829,  BAKER WL UNABLE TO CUT WITH MPC CUTTER.
1259,01/16/2022,ARO-3004,KARN-46,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1260,01/16/2022,ARO-3004,KARN-46,16 Jan 1130 - 1330, 2, 2, 888332, , HSEI, UNKN, NA, RIG, 0," HELD SAFETY STAND DOWN WITH ALL CREW MEMBERS ON INCIDENT WITH IP PINCHING HIS FINGER WHILE USING PIPE WRENCH W/O CORRECT PPE. REVIEW SWA, PPE POLICIES, NEAR-MISS REPORTING AND S/A AND ARO EXPECTATIONS FOR SAFE WORK FROM ALL PAX "
1261,01/16/2022,DQ-57L,KHRS-581,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1262,01/16/2022,DQ-57L,KHRS-581,15 Jan 2330 - 0500, 22, 27.5, 888331, , BHA, FOT, LWD, SPS, 9654, - HAD UNREASONABLE READINGS FROM RESISTIVITY TOOLS.
1263,01/16/2022,ENSCO-54,ABSF-142,16 Jan 1800 - 0500, 11, 11, 888391, , WON, DAY, NA, ARM, 0, WAIT ON DAY LIGHT TO MOVE & APPROACH PLATFORM
1264,01/16/2022,ENSCO-54,ABSF-142,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1265,01/16/2022,ENSCO-54,ABSF-142,16 Jan 0500 - 1800, 13, 13, 888390, , WON, WTHR, NA, ARM, 0," WAIT ON WEATHER 
FEILD SERVICE COULD NOT ABLE TO COME AND DE-PRESSURE PLATFORM ABSF-10/15-142"
1266,01/16/2022,ENSCO-54,ABSF-142,16 Jan 1800 - 0500, 11, 11, 888391, , WON, DAY, NA, ARM, 0, WAIT ON DAY LIGHT TO MOVE & APPROACH PLATFORM
1267,01/16/2022,ENSCO-76,MRJN-2004,16 Jan 0230 - 0500, 2.5, 2.5, 888427, , TF, FOT, WLU, HWP, 0," RU HALLIBURTON LOGGING EQUIPMENT, HAD COMMUNICATION ISSUE BETWEEN POWER PACK & LOGGING UNIT, TROUBLESHOOTING SAME, NO SUCCESS.
"
1268,01/16/2022,ENSCO-76,MRJN-2004,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1269,01/16/2022,ENSCO-76,MRJN-2004,26 Dec 1600 - 0230, 21.5, 306, 886225, , BHA, FOT, BIT, SEC, 6195," OBSERVE BIT STALLING, HIGH TORQUE, ATTEMPT TO DRILL, UNSUCCESSFUL"
1270,01/16/2022,ENSCO-76,MRJN-2004,16 Jan 0230 - 0500, 2.5, 2.5, 888427, , TF, FOT, WLU, HWP, 0," RU HALLIBURTON LOGGING EQUIPMENT, HAD COMMUNICATION ISSUE BETWEEN POWER PACK & LOGGING UNIT, TROUBLESHOOTING SAME, NO SUCCESS.
"
1271,01/16/2022,NBR-797S,UTMN-3145,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1272,01/16/2022,NBR-797S,UTMN-3145,11 Jan 0530 - 0500, 22, 141.5, 887787, , STUK, STDP, DP, ARM, 18272," RACK BACK STAND @ 18,272', M/U TDS TO STRING, BREAK CIRCULATION 100% CIRC, ATTEMPT ROTATION, STRING IMMEDIATELY STUCK AFTER CONNECTION."
1273,01/16/2022,RBP-50A,HSBH-19,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1274,01/16/2022,RBP-50A,HSBH-19,12 Jan 0600 - 1730, 11, 56.5, 887885, , WON, WTHR, NA, ARM, 12400, UNABLE TO FLOW-BACK WELL DUE TO UNFAVORABLE WIND DIRECTION/SPEED.
1275,01/16/2022,SINO-10,UMTW-1,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1276,01/16/2022,SINO-10,UMTW-1,16 Jan 0500 - 1030, 5.5, 5.5, 888388, , RR, FOT, HSYS, RIG, 100, HYROLIC CAT HEAD NOT WORKING UN ABLE TO BRAKE DRILL COLLAES 
1277,01/16/2022,SINO-1L,KHRS-340,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1278,01/16/2022,SINO-1L,KHRS-340,14 Jan 0230 - 0500, 24, 50.5, 888286, , CMT, CPNF, NA, TK1, 4938, P/T ON-BTM LINER AFTER DRILL FLOAT EQUIPMENTS FAILED
1279,01/16/2022,SND-2003,MNIF-900,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1280,01/16/2022,SND-2003,MNIF-900,16 Jan 0730 - 0500, 21.5, 21.5, 888386, , BHA, HERR, WBCL, CRW, 10864, BHA DROP IN HOLE DUE TO PBL CATCHER SUB BACKED OFF FROM PBL.
1281,01/16/2022,SND-2007,AWTD-100921,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1282,01/16/2022,SND-2007,AWTD-100921,13 Jan 2100 - 0500, 24, 69.5, 888105, , TF, FOT, WLT, SWL, 20140, SLB WIRELINE TOOL FAILURE ON TLC LOGGING RUN # 1. 
1283,01/16/2022,SND-2009,ZMLH-15,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1284,01/16/2022,SND-2009,ZMLH-15,29 Dec 0730 - 0500, 24, 453.5, 886487, , TF, FOT, SEAL, HCO, 14319, HALLIBURTON ANCHOR COMPRESSION PACKER NOT HOLD PRESS WHILE PT TCA & TBG
1285,01/16/2022,SNF036,MRJN-901,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1286,01/16/2022,SNF036,MRJN-901,14 Jan 0500 - 0500, 24, 72, 888266, , LCIR, ULCM, LCM, ARM, 1500, ATTEMPT TO CURE LOSSES WITH LCM PILLS.
1287,01/16/2022,SP-110,HWYH-127,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1288,01/16/2022,SP-110,HWYH-127,16 Jan 1430 - 0500, 14.5, 14.5, 888333, , WO, STOP, NA, ARM, 0, WAIT ON RMD TO SHUT IN NEARBY PIW AFFECTING BTM HOLE PRESSURE IN CURRENT WELL.
1289,01/16/2022,SP-261,HZEM-162102,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1290,01/16/2022,SP-261,HZEM-162102,11 Jan 0500 - 0500, 20.5, 47.5, 887769, , DD, UDWL, RSS, SDM, 10100, RSS NOT BUILDING REQUIRED ANGLE.
1291,01/16/2022,SP-306,MNIF-865,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1292,01/16/2022,SP-306,MNIF-865,15 Jan 1900 - 0500, 24, 34, 888310, , LCIR, FRFM, NA, ARM, 250," WHILE DRILLING 22"" HOLE ECOUNTERED TOTAL LOSSES AT 250 FT"
1293,01/16/2022,SSA-202,QTIF-674,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1294,01/16/2022,SSA-202,QTIF-674,16 Jan 1915 - 2045, 1.5, 1.5, 888334, , BHA, FOT, MWD, SPS, 17975, TROUBLESHOOT MWD SIGNAL.
1295,01/16/2022,SSA-5859,HWYH-1265,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1296,01/16/2022,SSA-5859,HWYH-1265,15 Jan 0030 - 0500, 23.5, 28, 888311, , STUK, STBH, BHA, ARM, 3180," STRING STALLED OUT WHILE BLIND ROTARY DRILLING 22"", STUCK ON BOTTOM"
1297,01/16/2022,SSA-5892,MHWZ-5,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1298,01/16/2022,SSA-5892,MHWZ-5,15 Jan 0930 - 2000, 15, 34, 888368, , BHA, FOT, MWD, BHI, 14248, MALFUNCTION IN MWD TOOL.
1299,01/16/2022,SSA-5914,SAHB-360900,16 Jan 0300 - 0500, 2, 2, 888466, , JF, XTTE, SLICK, INW, 21200, UNABLE TO REACH PLUG SETTING DEPTH DUE TO SLOW RUNNING SPEED.
1300,01/16/2022,SSA-5914,SAHB-360900,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1301,01/16/2022,SSA-5914,SAHB-360900,16 Jan 0645 - 2045, 3.25, 3.25, 888445, , TF, FOT, CTRQ, MID, 21200, ITS CASING RUNNING EQUIPMENT FAILURE.
1302,01/16/2022,SSA-5914,SAHB-360900,16 Jan 0300 - 0500, 2, 2, 888466, , JF, XTTE, SLICK, INW, 21200, UNABLE TO REACH PLUG SETTING DEPTH DUE TO SLOW RUNNING SPEED.
1303,01/16/2022,SSA-5971,UTMN-2302,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1304,01/16/2022,SSA-5971,UTMN-2302,05 Jan 1630 - 0500, 23.5, 253.5, 887889, , BHS, CWEL, NA, ARM, 5560, HARD BACK-REAMING DUE TO HOLE COLLAPSED.
1305,01/16/2022,T217,UTMN-488,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1306,01/16/2022,T217,UTMN-488,08 Jan 0100 - 0500, 24, 189.5, 886973, , STUK, STDP, DP, ARM, 0, PIPE STUCKED
1307,01/16/2022,T218,UTMN-471,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1308,01/16/2022,T218,UTMN-471,16 Jan 1500 - 0500, 14, 14, 888465, , RR, FOT, TDS, RIG, 7121, TDS FAILURE.
1309,01/17/2022,088TE,QTIF-279,17 Jan 0245 - 0500, 2.25, 2.25, 888646, , BHA, FOT, RSS, SPS, 15555," SPS RSS NOT RESPONDING TO COMMAND, TROUBLE SHOOT, NO SUCCESS, POOH."
1310,01/17/2022,088TE,QTIF-279,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1311,01/17/2022,088TE,QTIF-279,16 Jan 0645 - 0230, 21, 43.25, 888387, , BHA, FOT, RSS, SPS, 15547," SPS LOST COMMUNICATION BETWEEN RSS & LWD, TROUBLE SHOOT, NO SUCCESS,CHC, POOH TO CHANGE THE FAILED BHA."
1312,01/17/2022,088TE,QTIF-279,17 Jan 0245 - 0500, 2.25, 2.25, 888646, , BHA, FOT, RSS, SPS, 15555," SPS RSS NOT RESPONDING TO COMMAND, TROUBLE SHOOT, NO SUCCESS, POOH."
1313,01/17/2022,095TE,MNIF-221,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1314,01/17/2022,095TE,MNIF-221,16 Jan 1130 - 0500, 24, 41.5, 888392, , TF, FOT, CTAC, BCT, 24085," A ISSUE WAS NOTICED IN THE WEIGHT INDICATOR READING ON CT CONTROL , CONT TO RIH MEANWHILE CHECKING THE SOURCE OF PROBLEM. MALFUNCTION HAS BEEN OBSERVED IN INJECTOR LOAD CELL, CHECKED AND FOUND SUPPORT PLATE WAS BROKEN AND BAKER IS UNABLE TO MAKE REPAIR  , POOH WITH BAKER 2 3/8"" COIL TUBING FROM 24085 FT TO 23990 FT EXPERIENCED OVER PULL AND COIL TUBING GET STUCK."
1315,01/17/2022,ADC-32,SDGM-1139,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1316,01/17/2022,ADC-32,SDGM-1139,17 Jan 0500 - 0945, 4.75, 4.75, 888470, , RR, FOT, TDS, RIG, 9150, DUE TO HEAVY RAINS TDS MALFUNCTION ( A/C TRACTION MOTOR ( MAIN MOTOR) GROUND FAULT)
1317,01/17/2022,ADC-62L,ANDR-764,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1318,01/17/2022,ADC-62L,ANDR-764,15 Jan 1630 - 0500, 24, 56.5, 888367, , FISH, FWTS, STRG, TK3, 2249," WHILE FILLING THE PIPE OBSERVED HOOKLOAD DROPPED F/150 KLBS TO 88 KLBS, DECISION MADE TO POOH 9-5/8"" CASING TO SURFACE"
1319,01/17/2022,ADC-68L,KRSN-705,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1320,01/17/2022,ADC-68L,KRSN-705,17 Jan 0530 - 2000, 14.5, 14.5, 888586, , WO, STOP, NA, ARM, 0," WAIT ON REPAIR THE LOCATION PAD DUE TO HEAVY RAIN, ENTRANCE ROAD AND EMRG EXIT ROAD KRSN-705."
1321,01/17/2022,ADC-70,BRRI-2230,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1322,01/17/2022,ADC-70,BRRI-2230,16 Jan 0830 - 1000, 5, 25.5, 888385, , BHA, FOT, LWD, SDM, 14204, LWD FAILURE.
1323,01/17/2022,ADM-656,ABSF-95,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1324,01/17/2022,ADM-656,ABSF-95,15 Jan 0900 - 0845, 3.75, 47.75, 888485, , WON, WTHR, NA, ARM, 0, WAIT ON WEATHER FOR FIELD SERVICES TO DEPRESSURIZE THE PLATFORM.
1325,01/17/2022,DQ-57L,KHRS-581,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1326,01/17/2022,DQ-57L,KHRS-581,15 Jan 2330 - 0630, 1.5, 29, 888331, , BHA, FOT, LWD, SPS, 9654, - HAD UNREASONABLE READINGS FROM RESISTIVITY TOOLS.
1327,01/17/2022,ED-85A,SFNY-4060,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1328,01/17/2022,ED-85A,SFNY-4060,17 Jan 1345 - 1800, 4.25, 4.25, 888545, , BHA, ISEQ, MWD, BHI, 0, EXPIRING BAKER T-PIECE.
1329,01/17/2022,ENSCO-76,MRJN-2004,16 Jan 0230 - 1100, 6, 8.5, 888427, , TF, FOT, WLU, HWP, 0," RU HALLIBURTON LOGGING EQUIPMENT, HAD COMMUNICATION ISSUE BETWEEN POWER PACK & LOGGING UNIT, TROUBLESHOOTING SAME, NO SUCCESS. RESOLVED WITH ELECTRICAL DRAWINGS.
"
1330,01/17/2022,ENSCO-76,MRJN-2004,From  - To,Hrs,Cum. Hrs,LT ID,Parent LT ID,Type,Cause,Object, Resp Co, Depth,LT Summary
1331,01/17/2022,ENSCO-76,MRJN-2004,26 Dec 1600 - 0500, 18, 324, 886225, , BHA, FOT, BIT, SEC, 6195," OBSERVE BIT STALLING, HIGH TORQUE, ATTEMPT TO DRILL, UNSUCCESSFUL"
